Country,TradeType,MonYear,Values
Slovak Republic,Imports,10/1/2022,9522
Brunei Darussalam,Imports,10/1/2022,214994
Indonesia,Imports,10/1/2022,1987191
Malaysia,Imports,10/1/2022,6417377
Philippines,Imports,10/1/2022,646820
Thailand,Imports,10/1/2022,1431165
Myanmar,Imports,10/1/2022,5856
Cambodia,Imports,10/1/2022,9089
Laos People's Democratic Republic,Imports,10/1/2022,16907
"Vietnam, Socialist Republic Of",Imports,10/1/2022,522441
Japan,Imports,10/1/2022,3038903
Hong Kong,Imports,10/1/2022,207166
Republic Of Korea,Imports,10/1/2022,3044583
Taiwan,Imports,10/1/2022,6484560
Macau,Imports,10/1/2022,2341
Mainland China,Imports,10/1/2022,7377473
Afghanistan,Imports,10/1/2022,9
Bangladesh,Imports,10/1/2022,18536
India,Imports,10/1/2022,826855
"Maldives, Republic Of",Imports,10/1/2022,14
Nepal,Imports,10/1/2022,688
Pakistan,Imports,10/1/2022,6327
Sri Lanka,Imports,10/1/2022,14721
Bahrain,Imports,10/1/2022,66675
Cyprus,Imports,10/1/2022,2034
Iran,Imports,10/1/2022,692
Israel,Imports,10/1/2022,93452
Jordan,Imports,10/1/2022,3020
Kuwait,Imports,10/1/2022,52798
Lebanon,Imports,10/1/2022,449
Oman,Imports,10/1/2022,108470
Qatar,Imports,10/1/2022,528921
Saudi Arabia,Imports,10/1/2022,1010564
Syrian Arab Republic,Imports,10/1/2022,3
United Arab Emirates,Imports,10/1/2022,1642118
Yemen,Imports,10/1/2022,265
Yemen Democratic,Imports,10/1/2022,0
Canada,Imports,10/1/2022,213606
Puerto Rico,Imports,10/1/2022,5480
United States,Imports,10/1/2022,6163496
Argentina,Imports,10/1/2022,14908
Brazil,Imports,10/1/2022,917460
Chile,Imports,10/1/2022,11567
Colombia,Imports,10/1/2022,2200
Ecuador,Imports,10/1/2022,4893
Mexico,Imports,10/1/2022,272680
Paraguay,Imports,10/1/2022,487
Peru,Imports,10/1/2022,11670
Uruguay,Imports,10/1/2022,1123
Venezuela,Imports,10/1/2022,885
Australia,Imports,10/1/2022,1246296
Fiji,Imports,10/1/2022,170
New Caledonia,Imports,10/1/2022,14
New Zealand,Imports,10/1/2022,72719
Papua New Guinea,Imports,10/1/2022,10221
French Polynesia,Imports,10/1/2022,60
Guam,Imports,10/1/2022,65
Solomon Islands,Imports,10/1/2022,21
Other Countries In Oceania,Imports,10/1/2022,269
Norway,Imports,10/1/2022,40090
Liechtenstein,Imports,10/1/2022,2650
Netherlands Antilles,Imports,10/1/2022,0
Panama,Imports,10/1/2022,175
Bahamas,Imports,10/1/2022,4
Bermuda,Imports,10/1/2022,0
French Guiana,Imports,10/1/2022,12899
Grenada,Imports,10/1/2022,1
Guatemala,Imports,10/1/2022,262
Honduras,Imports,10/1/2022,706
Jamaica,Imports,10/1/2022,61
St Vincent & The Grenadines,Imports,10/1/2022,2
Trinidad & Tobago,Imports,10/1/2022,31
Anguilla,Imports,10/1/2022,1
Other Countries In America,Imports,10/1/2022,44771
Nauru,Imports,10/1/2022,0
Cocos,Imports,10/1/2022,2
French Southern Territories,Imports,10/1/2022,115
Norfolk Island,Imports,10/1/2022,0
Cook Islands,Imports,10/1/2022,0
Kiribati,Imports,10/1/2022,0
Niue,Imports,10/1/2022,1
Tuvalu,Imports,10/1/2022,1
Wallis & Fatuna Islands,Imports,10/1/2022,0
Micronesia,Imports,10/1/2022,5
Palau,Imports,10/1/2022,0
South Sudan,Imports,10/1/2022,0
Commonwealth Of Independent States,Imports,10/1/2022,211147
Belgium,Exports,10/1/2022,350565
Denmark,Exports,10/1/2022,67327
France,Exports,10/1/2022,529962
"Germany, Federal Republic Of",Exports,10/1/2022,1035273
Greece,Exports,10/1/2022,121392
Ireland,Exports,10/1/2022,117698
Italy,Exports,10/1/2022,155578
Luxembourg,Exports,10/1/2022,6334
Netherlands,Exports,10/1/2022,1189965
United Kingdom,Exports,10/1/2022,357153
Portugal,Exports,10/1/2022,81811
Spain,Exports,10/1/2022,32247
Austria,Exports,10/1/2022,60000
Finland,Exports,10/1/2022,65311
Sweden,Exports,10/1/2022,21361
Switzerland,Exports,10/1/2022,362032
Malta,Exports,10/1/2022,220098
"Germany, Democratic Republic Of",Exports,10/1/2022,0
Hungary,Exports,10/1/2022,39889
Poland,Exports,10/1/2022,47942
Estonia,Exports,10/1/2022,1321
Latvia,Exports,10/1/2022,7758
Lithuania,Exports,10/1/2022,4156
Slovenia,Exports,10/1/2022,5236
Czech Republic,Exports,10/1/2022,43738
Slovak Republic,Exports,10/1/2022,11506
Brunei Darussalam,Exports,10/1/2022,67063
Indonesia,Exports,10/1/2022,4075989
Malaysia,Exports,10/1/2022,6233818
Philippines,Exports,10/1/2022,1229078
Thailand,Exports,10/1/2022,1965567
Myanmar,Exports,10/1/2022,461908
Cambodia,Exports,10/1/2022,594395
Laos People's Democratic Republic,Exports,10/1/2022,7222
"Vietnam, Socialist Republic Of",Exports,10/1/2022,1730554
Japan,Exports,10/1/2022,2406706
Hong Kong,Exports,10/1/2022,5137172
Republic Of Korea,Exports,10/1/2022,2330102
Taiwan,Exports,10/1/2022,3034201
Macau,Exports,10/1/2022,21959
Mainland China,Exports,10/1/2022,7810503
Afghanistan,Exports,10/1/2022,345
Bangladesh,Exports,10/1/2022,465380
India,Exports,10/1/2022,1395949
"Maldives, Republic Of",Exports,10/1/2022,21845
Nepal,Exports,10/1/2022,13355
Pakistan,Exports,10/1/2022,66674
Sri Lanka,Exports,10/1/2022,93118
Bahrain,Exports,10/1/2022,121596
Cyprus,Exports,10/1/2022,62302
Iran,Exports,10/1/2022,2586
Israel,Exports,10/1/2022,78544
Jordan,Exports,10/1/2022,7316
Kuwait,Exports,10/1/2022,40943
Lebanon,Exports,10/1/2022,1148
Oman,Exports,10/1/2022,45914
Qatar,Exports,10/1/2022,99750
Saudi Arabia,Exports,10/1/2022,242241
Syrian Arab Republic,Exports,10/1/2022,116
United Arab Emirates,Exports,10/1/2022,573275
Yemen,Exports,10/1/2022,700
Yemen Democratic,Exports,10/1/2022,0
Canada,Exports,10/1/2022,110044
Puerto Rico,Exports,10/1/2022,49109
United States,Exports,10/1/2022,5070780
Argentina,Exports,10/1/2022,23605
Brazil,Exports,10/1/2022,202358
Chile,Exports,10/1/2022,7161
Colombia,Exports,10/1/2022,16109
Ecuador,Exports,10/1/2022,6672
Mexico,Exports,10/1/2022,282600
Paraguay,Exports,10/1/2022,987
Peru,Exports,10/1/2022,7898
Uruguay,Exports,10/1/2022,1885
Venezuela,Exports,10/1/2022,676
Australia,Exports,10/1/2022,1628700
Fiji,Exports,10/1/2022,70864
New Caledonia,Exports,10/1/2022,38811
New Zealand,Exports,10/1/2022,499540
Papua New Guinea,Exports,10/1/2022,102466
French Polynesia,Exports,10/1/2022,34617
Guam,Exports,10/1/2022,76617
Solomon Islands,Exports,10/1/2022,7749
Other Countries In Oceania,Exports,10/1/2022,658085
Belgium,Trade Balance,10/1/2022,261769
Denmark,Trade Balance,10/1/2022,3608
France,Trade Balance,10/1/2022,-963199
"Germany, Federal Republic Of",Trade Balance,10/1/2022,-86978
Greece,Trade Balance,10/1/2022,105542
Ireland,Trade Balance,10/1/2022,-39950
Italy,Trade Balance,10/1/2022,-439416
Luxembourg,Trade Balance,10/1/2022,-9412
Netherlands,Trade Balance,10/1/2022,926766
United Kingdom,Trade Balance,10/1/2022,-502841
Portugal,Trade Balance,10/1/2022,41840
Spain,Trade Balance,10/1/2022,-151899
Austria,Trade Balance,10/1/2022,-41231
Finland,Trade Balance,10/1/2022,15562
Sweden,Trade Balance,10/1/2022,-158869
Switzerland,Trade Balance,10/1/2022,-1449911
Malta,Trade Balance,10/1/2022,168364
"Germany, Democratic Republic Of",Trade Balance,10/1/2022,0
Hungary,Trade Balance,10/1/2022,-2872
Poland,Trade Balance,10/1/2022,-24994
Estonia,Trade Balance,10/1/2022,-4168
Latvia,Trade Balance,10/1/2022,5459
Lithuania,Trade Balance,10/1/2022,-1736
Slovenia,Trade Balance,10/1/2022,-3523
Czech Republic,Trade Balance,10/1/2022,-34328
Slovak Republic,Trade Balance,10/1/2022,1984
Brunei Darussalam,Trade Balance,10/1/2022,-147931
Indonesia,Trade Balance,10/1/2022,2088798
Malaysia,Trade Balance,10/1/2022,-183559
Philippines,Trade Balance,10/1/2022,582258
Thailand,Trade Balance,10/1/2022,534402
Myanmar,Trade Balance,10/1/2022,456052
Cambodia,Trade Balance,10/1/2022,585306
Laos People's Democratic Republic,Trade Balance,10/1/2022,-9685
"Vietnam, Socialist Republic Of",Trade Balance,10/1/2022,1208113
Japan,Trade Balance,10/1/2022,-632197
Hong Kong,Trade Balance,10/1/2022,4930006
Republic Of Korea,Trade Balance,10/1/2022,-714481
Taiwan,Trade Balance,10/1/2022,-3450359
Macau,Trade Balance,10/1/2022,19618
Mainland China,Trade Balance,10/1/2022,433030
Afghanistan,Trade Balance,10/1/2022,336
Bangladesh,Trade Balance,10/1/2022,446844
India,Trade Balance,10/1/2022,569094
"Maldives, Republic Of",Trade Balance,10/1/2022,21831
Nepal,Trade Balance,10/1/2022,12667
Pakistan,Trade Balance,10/1/2022,60347
Sri Lanka,Trade Balance,10/1/2022,78397
Bahrain,Trade Balance,10/1/2022,54921
Cyprus,Trade Balance,10/1/2022,60268
Iran,Trade Balance,10/1/2022,1894
Israel,Trade Balance,10/1/2022,-14908
Jordan,Trade Balance,10/1/2022,4296
Kuwait,Trade Balance,10/1/2022,-11855
Lebanon,Trade Balance,10/1/2022,699
Oman,Trade Balance,10/1/2022,-62556
Qatar,Trade Balance,10/1/2022,-429171
Saudi Arabia,Trade Balance,10/1/2022,-768323
Syrian Arab Republic,Trade Balance,10/1/2022,113
United Arab Emirates,Trade Balance,10/1/2022,-1068843
Yemen,Trade Balance,10/1/2022,435
Yemen Democratic,Trade Balance,10/1/2022,0
Canada,Trade Balance,10/1/2022,-103562
Puerto Rico,Trade Balance,10/1/2022,43629
United States,Trade Balance,10/1/2022,-1092716
Argentina,Trade Balance,10/1/2022,8697
Brazil,Trade Balance,10/1/2022,-715102
Chile,Trade Balance,10/1/2022,-4406
Colombia,Trade Balance,10/1/2022,13909
Ecuador,Trade Balance,10/1/2022,1779
Mexico,Trade Balance,10/1/2022,9920
Paraguay,Trade Balance,10/1/2022,500
Peru,Trade Balance,10/1/2022,-3772
Uruguay,Trade Balance,10/1/2022,762
Venezuela,Trade Balance,10/1/2022,-209
Australia,Trade Balance,10/1/2022,382404
Fiji,Trade Balance,10/1/2022,70694
New Caledonia,Trade Balance,10/1/2022,38797
New Zealand,Trade Balance,10/1/2022,426821
Papua New Guinea,Trade Balance,10/1/2022,92245
French Polynesia,Trade Balance,10/1/2022,34557
Guam,Trade Balance,10/1/2022,76552
Solomon Islands,Trade Balance,10/1/2022,7728
Other Countries In Oceania,Trade Balance,10/1/2022,657816
Norway,Trade Balance,10/1/2022,-40090
Liechtenstein,Trade Balance,10/1/2022,-2650
Netherlands Antilles,Trade Balance,10/1/2022,0
Panama,Trade Balance,10/1/2022,-175
Bahamas,Trade Balance,10/1/2022,-4
Bermuda,Trade Balance,10/1/2022,0
French Guiana,Trade Balance,10/1/2022,-12899
Grenada,Trade Balance,10/1/2022,-1
Guatemala,Trade Balance,10/1/2022,-262
Honduras,Trade Balance,10/1/2022,-706
Jamaica,Trade Balance,10/1/2022,-61
St Vincent & The Grenadines,Trade Balance,10/1/2022,-2
Trinidad & Tobago,Trade Balance,10/1/2022,-31
Anguilla,Trade Balance,10/1/2022,-1
Other Countries In America,Trade Balance,10/1/2022,-44771
Nauru,Trade Balance,10/1/2022,0
Cocos,Trade Balance,10/1/2022,-2
French Southern Territories,Trade Balance,10/1/2022,-115
Norfolk Island,Trade Balance,10/1/2022,0
Cook Islands,Trade Balance,10/1/2022,0
Kiribati,Trade Balance,10/1/2022,0
Niue,Trade Balance,10/1/2022,-1
Tuvalu,Trade Balance,10/1/2022,-1
Wallis & Fatuna Islands,Trade Balance,10/1/2022,0
Micronesia,Trade Balance,10/1/2022,-5
Palau,Trade Balance,10/1/2022,0
South Sudan,Trade Balance,10/1/2022,0
Commonwealth Of Independent States,Trade Balance,10/1/2022,-211147
Belgium,Imports,9/1/2022,215978
Denmark,Imports,9/1/2022,61842
France,Imports,9/1/2022,1660563
"Germany, Federal Republic Of",Imports,9/1/2022,1170472
Greece,Imports,9/1/2022,107888
Ireland,Imports,9/1/2022,118936
Italy,Imports,9/1/2022,547587
Luxembourg,Imports,9/1/2022,55482
Netherlands,Imports,9/1/2022,314814
United Kingdom,Imports,9/1/2022,1131385
Portugal,Imports,9/1/2022,47500
Spain,Imports,9/1/2022,209987
Austria,Imports,9/1/2022,130438
Finland,Imports,9/1/2022,48419
Sweden,Imports,9/1/2022,143127
Switzerland,Imports,9/1/2022,1758858
Malta,Imports,9/1/2022,23836
"Germany, Democratic Republic Of",Imports,9/1/2022,0
Hungary,Imports,9/1/2022,38367
Poland,Imports,9/1/2022,82610
Estonia,Imports,9/1/2022,7789
Latvia,Imports,9/1/2022,2679
Lithuania,Imports,9/1/2022,8406
Slovenia,Imports,9/1/2022,7816
Czech Republic,Imports,9/1/2022,73954
Slovak Republic,Imports,9/1/2022,7399
Brunei Darussalam,Imports,9/1/2022,208537
Indonesia,Imports,9/1/2022,1924895
Malaysia,Imports,9/1/2022,7672003
Philippines,Imports,9/1/2022,599147
Thailand,Imports,9/1/2022,1343781
Myanmar,Imports,9/1/2022,6949
Cambodia,Imports,9/1/2022,12607
Laos People's Democratic Republic,Imports,9/1/2022,20214
"Vietnam, Socialist Republic Of",Imports,9/1/2022,594893
Japan,Imports,9/1/2022,3109529
Hong Kong,Imports,9/1/2022,354257
Republic Of Korea,Imports,9/1/2022,3113799
Taiwan,Imports,9/1/2022,5683947
Macau,Imports,9/1/2022,436
Mainland China,Imports,9/1/2022,7390866
Afghanistan,Imports,9/1/2022,19
Bangladesh,Imports,9/1/2022,18308
India,Imports,9/1/2022,1023746
"Maldives, Republic Of",Imports,9/1/2022,43
Nepal,Imports,9/1/2022,602
Pakistan,Imports,9/1/2022,5272
Sri Lanka,Imports,9/1/2022,13436
Bahrain,Imports,9/1/2022,2744
Cyprus,Imports,9/1/2022,1662
Iran,Imports,9/1/2022,258
Israel,Imports,9/1/2022,143055
Jordan,Imports,9/1/2022,8904
Kuwait,Imports,9/1/2022,16848
Lebanon,Imports,9/1/2022,303
Oman,Imports,9/1/2022,42137
Qatar,Imports,9/1/2022,766915
Saudi Arabia,Imports,9/1/2022,954922
Syrian Arab Republic,Imports,9/1/2022,17
United Arab Emirates,Imports,9/1/2022,2315066
Yemen,Imports,9/1/2022,48
Yemen Democratic,Imports,9/1/2022,0
Canada,Imports,9/1/2022,241035
Puerto Rico,Imports,9/1/2022,9831
United States,Imports,9/1/2022,6537215
Argentina,Imports,9/1/2022,13163
Brazil,Imports,9/1/2022,833293
Chile,Imports,9/1/2022,29599
Colombia,Imports,9/1/2022,10518
Ecuador,Imports,9/1/2022,2522
Mexico,Imports,9/1/2022,263872
Paraguay,Imports,9/1/2022,235
Peru,Imports,9/1/2022,14741
Uruguay,Imports,9/1/2022,3311
Venezuela,Imports,9/1/2022,238
Australia,Imports,9/1/2022,1447901
Fiji,Imports,9/1/2022,498
New Caledonia,Imports,9/1/2022,262
New Zealand,Imports,9/1/2022,79919
Papua New Guinea,Imports,9/1/2022,14332
French Polynesia,Imports,9/1/2022,37
Guam,Imports,9/1/2022,176
Solomon Islands,Imports,9/1/2022,4
Other Countries In Oceania,Imports,9/1/2022,664
Norway,Imports,9/1/2022,41524
Liechtenstein,Imports,9/1/2022,3558
Netherlands Antilles,Imports,9/1/2022,0
Panama,Imports,9/1/2022,328
Bahamas,Imports,9/1/2022,4
Bermuda,Imports,9/1/2022,3
French Guiana,Imports,9/1/2022,296
Grenada,Imports,9/1/2022,3
Guatemala,Imports,9/1/2022,926
Honduras,Imports,9/1/2022,432
Jamaica,Imports,9/1/2022,493
St Vincent & The Grenadines,Imports,9/1/2022,21
Trinidad & Tobago,Imports,9/1/2022,58
Anguilla,Imports,9/1/2022,0
Other Countries In America,Imports,9/1/2022,35101
Nauru,Imports,9/1/2022,8
Cocos,Imports,9/1/2022,0
French Southern Territories,Imports,9/1/2022,242
Norfolk Island,Imports,9/1/2022,0
Cook Islands,Imports,9/1/2022,23
Kiribati,Imports,9/1/2022,0
Niue,Imports,9/1/2022,3
Tuvalu,Imports,9/1/2022,0
Wallis & Fatuna Islands,Imports,9/1/2022,0
Micronesia,Imports,9/1/2022,10
Palau,Imports,9/1/2022,0
South Sudan,Imports,9/1/2022,14777
Commonwealth Of Independent States,Imports,9/1/2022,192289
Belgium,Exports,9/1/2022,386724
Denmark,Exports,9/1/2022,44793
France,Exports,9/1/2022,358786
"Germany, Federal Republic Of",Exports,9/1/2022,912066
Greece,Exports,9/1/2022,150911
Ireland,Exports,9/1/2022,61522
Italy,Exports,9/1/2022,125791
Luxembourg,Exports,9/1/2022,7283
Netherlands,Exports,9/1/2022,1181847
United Kingdom,Exports,9/1/2022,379348
Portugal,Exports,9/1/2022,149219
Spain,Exports,9/1/2022,35478
Austria,Exports,9/1/2022,60601
Finland,Exports,9/1/2022,45266
Sweden,Exports,9/1/2022,21764
Switzerland,Exports,9/1/2022,579719
Malta,Exports,9/1/2022,248160
"Germany, Democratic Republic Of",Exports,9/1/2022,0
Hungary,Exports,9/1/2022,60851
Poland,Exports,9/1/2022,53511
Estonia,Exports,9/1/2022,2292
Latvia,Exports,9/1/2022,9914
Lithuania,Exports,9/1/2022,2474
Slovenia,Exports,9/1/2022,2679
Czech Republic,Exports,9/1/2022,40588
Slovak Republic,Exports,9/1/2022,11752
Brunei Darussalam,Exports,9/1/2022,81269
Indonesia,Exports,9/1/2022,4373980
Malaysia,Exports,9/1/2022,5884698
Philippines,Exports,9/1/2022,1367212
Thailand,Exports,9/1/2022,2241114
Myanmar,Exports,9/1/2022,509268
Cambodia,Exports,9/1/2022,1504662
Laos People's Democratic Republic,Exports,9/1/2022,27116
"Vietnam, Socialist Republic Of",Exports,9/1/2022,2375792
Japan,Exports,9/1/2022,2481370
Hong Kong,Exports,9/1/2022,7405741
Republic Of Korea,Exports,9/1/2022,2896148
Taiwan,Exports,9/1/2022,2875136
Macau,Exports,9/1/2022,18310
Mainland China,Exports,9/1/2022,7133642
Afghanistan,Exports,9/1/2022,453
Bangladesh,Exports,9/1/2022,547112
India,Exports,9/1/2022,1817817
"Maldives, Republic Of",Exports,9/1/2022,30156
Nepal,Exports,9/1/2022,15734
Pakistan,Exports,9/1/2022,226902
Sri Lanka,Exports,9/1/2022,191920
Bahrain,Exports,9/1/2022,41003
Cyprus,Exports,9/1/2022,64638
Iran,Exports,9/1/2022,548
Israel,Exports,9/1/2022,111282
Jordan,Exports,9/1/2022,7608
Kuwait,Exports,9/1/2022,42895
Lebanon,Exports,9/1/2022,1082
Oman,Exports,9/1/2022,19112
Qatar,Exports,9/1/2022,95392
Saudi Arabia,Exports,9/1/2022,310368
Syrian Arab Republic,Exports,9/1/2022,85
United Arab Emirates,Exports,9/1/2022,813202
Yemen,Exports,9/1/2022,1464
Yemen Democratic,Exports,9/1/2022,0
Canada,Exports,9/1/2022,134488
Puerto Rico,Exports,9/1/2022,74606
United States,Exports,9/1/2022,5278523
Argentina,Exports,9/1/2022,52858
Brazil,Exports,9/1/2022,274320
Chile,Exports,9/1/2022,44538
Colombia,Exports,9/1/2022,20157
Ecuador,Exports,9/1/2022,11642
Mexico,Exports,9/1/2022,231403
Paraguay,Exports,9/1/2022,1297
Peru,Exports,9/1/2022,10393
Uruguay,Exports,9/1/2022,969
Venezuela,Exports,9/1/2022,64
Australia,Exports,9/1/2022,1923247
Fiji,Exports,9/1/2022,89525
New Caledonia,Exports,9/1/2022,29359
New Zealand,Exports,9/1/2022,528450
Papua New Guinea,Exports,9/1/2022,114715
French Polynesia,Exports,9/1/2022,2743
Guam,Exports,9/1/2022,50413
Solomon Islands,Exports,9/1/2022,9035
Other Countries In Oceania,Exports,9/1/2022,708359
Belgium,Trade Balance,9/1/2022,170746
Denmark,Trade Balance,9/1/2022,-17049
France,Trade Balance,9/1/2022,-1301777
"Germany, Federal Republic Of",Trade Balance,9/1/2022,-258406
Greece,Trade Balance,9/1/2022,43023
Ireland,Trade Balance,9/1/2022,-57414
Italy,Trade Balance,9/1/2022,-421796
Luxembourg,Trade Balance,9/1/2022,-48199
Netherlands,Trade Balance,9/1/2022,867033
United Kingdom,Trade Balance,9/1/2022,-752037
Portugal,Trade Balance,9/1/2022,101719
Spain,Trade Balance,9/1/2022,-174509
Austria,Trade Balance,9/1/2022,-69837
Finland,Trade Balance,9/1/2022,-3153
Sweden,Trade Balance,9/1/2022,-121363
Switzerland,Trade Balance,9/1/2022,-1179139
Malta,Trade Balance,9/1/2022,224324
"Germany, Democratic Republic Of",Trade Balance,9/1/2022,0
Hungary,Trade Balance,9/1/2022,22484
Poland,Trade Balance,9/1/2022,-29099
Estonia,Trade Balance,9/1/2022,-5497
Latvia,Trade Balance,9/1/2022,7235
Lithuania,Trade Balance,9/1/2022,-5932
Slovenia,Trade Balance,9/1/2022,-5137
Czech Republic,Trade Balance,9/1/2022,-33366
Slovak Republic,Trade Balance,9/1/2022,4353
Brunei Darussalam,Trade Balance,9/1/2022,-127268
Indonesia,Trade Balance,9/1/2022,2449085
Malaysia,Trade Balance,9/1/2022,-1787305
Philippines,Trade Balance,9/1/2022,768065
Thailand,Trade Balance,9/1/2022,897333
Myanmar,Trade Balance,9/1/2022,502319
Cambodia,Trade Balance,9/1/2022,1492055
Laos People's Democratic Republic,Trade Balance,9/1/2022,6902
"Vietnam, Socialist Republic Of",Trade Balance,9/1/2022,1780899
Japan,Trade Balance,9/1/2022,-628159
Hong Kong,Trade Balance,9/1/2022,7051484
Republic Of Korea,Trade Balance,9/1/2022,-217651
Taiwan,Trade Balance,9/1/2022,-2808811
Macau,Trade Balance,9/1/2022,17874
Mainland China,Trade Balance,9/1/2022,-257224
Afghanistan,Trade Balance,9/1/2022,434
Bangladesh,Trade Balance,9/1/2022,528804
India,Trade Balance,9/1/2022,794071
"Maldives, Republic Of",Trade Balance,9/1/2022,30113
Nepal,Trade Balance,9/1/2022,15132
Pakistan,Trade Balance,9/1/2022,221630
Sri Lanka,Trade Balance,9/1/2022,178484
Bahrain,Trade Balance,9/1/2022,38259
Cyprus,Trade Balance,9/1/2022,62976
Iran,Trade Balance,9/1/2022,290
Israel,Trade Balance,9/1/2022,-31773
Jordan,Trade Balance,9/1/2022,-1296
Kuwait,Trade Balance,9/1/2022,26047
Lebanon,Trade Balance,9/1/2022,779
Oman,Trade Balance,9/1/2022,-23025
Qatar,Trade Balance,9/1/2022,-671523
Saudi Arabia,Trade Balance,9/1/2022,-644554
Syrian Arab Republic,Trade Balance,9/1/2022,68
United Arab Emirates,Trade Balance,9/1/2022,-1501864
Yemen,Trade Balance,9/1/2022,1416
Yemen Democratic,Trade Balance,9/1/2022,0
Canada,Trade Balance,9/1/2022,-106547
Puerto Rico,Trade Balance,9/1/2022,64775
United States,Trade Balance,9/1/2022,-1258692
Argentina,Trade Balance,9/1/2022,39695
Brazil,Trade Balance,9/1/2022,-558973
Chile,Trade Balance,9/1/2022,14939
Colombia,Trade Balance,9/1/2022,9639
Ecuador,Trade Balance,9/1/2022,9120
Mexico,Trade Balance,9/1/2022,-32469
Paraguay,Trade Balance,9/1/2022,1062
Peru,Trade Balance,9/1/2022,-4348
Uruguay,Trade Balance,9/1/2022,-2342
Venezuela,Trade Balance,9/1/2022,-174
Australia,Trade Balance,9/1/2022,475346
Fiji,Trade Balance,9/1/2022,89027
New Caledonia,Trade Balance,9/1/2022,29097
New Zealand,Trade Balance,9/1/2022,448531
Papua New Guinea,Trade Balance,9/1/2022,100383
French Polynesia,Trade Balance,9/1/2022,2706
Guam,Trade Balance,9/1/2022,50237
Solomon Islands,Trade Balance,9/1/2022,9031
Other Countries In Oceania,Trade Balance,9/1/2022,707695
Norway,Trade Balance,9/1/2022,-41524
Liechtenstein,Trade Balance,9/1/2022,-3558
Netherlands Antilles,Trade Balance,9/1/2022,0
Panama,Trade Balance,9/1/2022,-328
Bahamas,Trade Balance,9/1/2022,-4
Bermuda,Trade Balance,9/1/2022,-3
French Guiana,Trade Balance,9/1/2022,-296
Grenada,Trade Balance,9/1/2022,-3
