Country,MonYear,TradeType,Values
Poland,6/1/2020,Imports,40937
Poland,6/1/2021,Imports,58077
Poland,6/1/2022,Imports,64196
Poland,3/1/2020,Imports,53397
Poland,3/1/2021,Imports,59145
Poland,3/1/2022,Imports,82195
Poland,5/1/2020,Imports,35833
Poland,5/1/2021,Imports,53098
Poland,5/1/2022,Imports,68693
Poland,11/1/2020,Imports,53148
Poland,11/1/2021,Imports,67425
Poland,11/1/2022,Imports,59504
Poland,10/1/2020,Imports,45656
Poland,10/1/2021,Imports,64253
Poland,10/1/2022,Imports,72936
Poland,9/1/2020,Imports,50657
Poland,9/1/2021,Imports,65538
Poland,9/1/2022,Imports,82610
Estonia,4/1/2020,Imports,2888
Estonia,4/1/2021,Imports,6049
Estonia,4/1/2022,Imports,52312
Estonia,8/1/2020,Imports,2064
Estonia,8/1/2021,Imports,6282
Estonia,8/1/2022,Imports,7588
Estonia,12/1/2020,Imports,2410
Estonia,12/1/2021,Imports,8009
Estonia,12/1/2022,Imports,5378
Estonia,2/1/2020,Imports,4914
Estonia,2/1/2021,Imports,2736
Estonia,2/1/2022,Imports,20506
Estonia,1/1/2020,Imports,4433
Estonia,1/1/2021,Imports,2493
Estonia,1/1/2022,Imports,6857
Estonia,7/1/2020,Imports,1948
Estonia,7/1/2021,Imports,6312
Estonia,7/1/2022,Imports,8844
Estonia,6/1/2020,Imports,4345
Estonia,6/1/2021,Imports,4159
Estonia,6/1/2022,Imports,6260
Estonia,3/1/2020,Imports,4441
Estonia,3/1/2021,Imports,7288
Estonia,3/1/2022,Imports,5249
Estonia,5/1/2020,Imports,1931
Estonia,5/1/2021,Imports,3983
Estonia,5/1/2022,Imports,7884
Estonia,11/1/2020,Imports,3652
Estonia,11/1/2021,Imports,74653
Estonia,11/1/2022,Imports,6972
Estonia,10/1/2020,Imports,3287
Estonia,10/1/2021,Imports,4677
Estonia,10/1/2022,Imports,5489
Estonia,9/1/2020,Imports,3284
Estonia,9/1/2021,Imports,45509
Estonia,9/1/2022,Imports,7789
Latvia,4/1/2020,Imports,1425
Latvia,4/1/2021,Imports,1546
Latvia,4/1/2022,Imports,4620
Latvia,8/1/2020,Imports,1024
Latvia,8/1/2021,Imports,4260
Latvia,8/1/2022,Imports,3549
Latvia,12/1/2020,Imports,1887
Latvia,12/1/2021,Imports,4295
Latvia,12/1/2022,Imports,4288
Latvia,2/1/2020,Imports,885
Latvia,2/1/2021,Imports,1466
Latvia,2/1/2022,Imports,2888
Latvia,1/1/2020,Imports,1331
Latvia,1/1/2021,Imports,1346
Latvia,1/1/2022,Imports,3324
Latvia,7/1/2020,Imports,1671
Latvia,7/1/2021,Imports,3624
Latvia,7/1/2022,Imports,3910
Latvia,6/1/2020,Imports,2004
Latvia,6/1/2021,Imports,4128
Latvia,6/1/2022,Imports,3546
Latvia,3/1/2020,Imports,1861
Latvia,3/1/2021,Imports,2241
Latvia,3/1/2022,Imports,3726
Latvia,5/1/2020,Imports,1185
Latvia,5/1/2021,Imports,3763
Latvia,5/1/2022,Imports,4452
Latvia,11/1/2020,Imports,2216
Latvia,11/1/2021,Imports,2570
Latvia,11/1/2022,Imports,6436
Latvia,10/1/2020,Imports,1389
Latvia,10/1/2021,Imports,2699
Latvia,10/1/2022,Imports,2299
Latvia,9/1/2020,Imports,1971
Latvia,9/1/2021,Imports,2318
Latvia,9/1/2022,Imports,2679
Lithuania,4/1/2020,Imports,9946
Lithuania,4/1/2021,Imports,10231
Lithuania,4/1/2022,Imports,53185
Lithuania,8/1/2020,Imports,10732
Lithuania,8/1/2021,Imports,61180
Lithuania,8/1/2022,Imports,6345
Lithuania,12/1/2020,Imports,7809
Lithuania,12/1/2021,Imports,7758
Lithuania,12/1/2022,Imports,13594
Lithuania,2/1/2020,Imports,7184
Lithuania,2/1/2021,Imports,10644
Lithuania,2/1/2022,Imports,8831
Lithuania,1/1/2020,Imports,22159
Lithuania,1/1/2021,Imports,14204
Lithuania,1/1/2022,Imports,52056
Lithuania,7/1/2020,Imports,7116
Lithuania,7/1/2021,Imports,11845
Lithuania,7/1/2022,Imports,3338
Lithuania,6/1/2020,Imports,10000
Lithuania,6/1/2021,Imports,12598
Lithuania,6/1/2022,Imports,135585
Lithuania,3/1/2020,Imports,8567
Lithuania,3/1/2021,Imports,57734
Lithuania,3/1/2022,Imports,53700
Lithuania,5/1/2020,Imports,10014
Lithuania,5/1/2021,Imports,11125
Lithuania,5/1/2022,Imports,12346
Lithuania,11/1/2020,Imports,12180
Lithuania,11/1/2021,Imports,8029
Lithuania,11/1/2022,Imports,8716
Lithuania,10/1/2020,Imports,8739
Lithuania,10/1/2021,Imports,38070
Lithuania,10/1/2022,Imports,5892
Lithuania,9/1/2020,Imports,10548
Lithuania,9/1/2021,Imports,13052
Lithuania,9/1/2022,Imports,8406
Slovenia,4/1/2020,Imports,5607
Slovenia,4/1/2021,Imports,6274
Slovenia,4/1/2022,Imports,7804
Slovenia,8/1/2020,Imports,5942
Slovenia,8/1/2021,Imports,7567
Slovenia,8/1/2022,Imports,7957
Slovenia,12/1/2020,Imports,4797
Slovenia,12/1/2021,Imports,8420
Slovenia,12/1/2022,Imports,7106
Slovenia,2/1/2020,Imports,3840
Slovenia,2/1/2021,Imports,4852
Slovenia,2/1/2022,Imports,5385
Slovenia,1/1/2020,Imports,4095
Slovenia,1/1/2021,Imports,5404
Slovenia,1/1/2022,Imports,5564
Slovenia,7/1/2020,Imports,6289
Slovenia,7/1/2021,Imports,6739
Slovenia,7/1/2022,Imports,7600
Slovenia,6/1/2020,Imports,4166
Slovenia,6/1/2021,Imports,9319
Slovenia,6/1/2022,Imports,6371
Slovenia,3/1/2020,Imports,6647
Slovenia,3/1/2021,Imports,5945
Slovenia,3/1/2022,Imports,6130
Slovenia,5/1/2020,Imports,8059
Slovenia,5/1/2021,Imports,7463
Slovenia,5/1/2022,Imports,7274
Slovenia,11/1/2020,Imports,4560
Slovenia,11/1/2021,Imports,7839
Slovenia,11/1/2022,Imports,8502
Slovenia,10/1/2020,Imports,4601
Slovenia,10/1/2021,Imports,7535
Slovenia,10/1/2022,Imports,8759
Slovenia,9/1/2020,Imports,4417
Slovenia,9/1/2021,Imports,6895
Slovenia,9/1/2022,Imports,7816
Czech Republic,4/1/2020,Imports,71541
Czech Republic,4/1/2021,Imports,75405
Czech Republic,4/1/2022,Imports,72601
Czech Republic,8/1/2020,Imports,46974
Czech Republic,8/1/2021,Imports,64538
Czech Republic,8/1/2022,Imports,76026
Czech Republic,12/1/2020,Imports,71090
Czech Republic,12/1/2021,Imports,78196
Czech Republic,12/1/2022,Imports,69549
Czech Republic,2/1/2020,Imports,61038
Czech Republic,2/1/2021,Imports,53948
Czech Republic,2/1/2022,Imports,60391
Czech Republic,1/1/2020,Imports,61739
Czech Republic,1/1/2021,Imports,75602
Czech Republic,1/1/2022,Imports,63267
Czech Republic,7/1/2020,Imports,72329
Czech Republic,7/1/2021,Imports,82631
Czech Republic,7/1/2022,Imports,82010
Czech Republic,6/1/2020,Imports,69463
Czech Republic,6/1/2021,Imports,79418
Czech Republic,6/1/2022,Imports,84960
Czech Republic,3/1/2020,Imports,54120
Czech Republic,3/1/2021,Imports,79133
Czech Republic,3/1/2022,Imports,80205
Czech Republic,5/1/2020,Imports,60816
Czech Republic,5/1/2021,Imports,83723
Czech Republic,5/1/2022,Imports,111863
Czech Republic,11/1/2020,Imports,89800
Czech Republic,11/1/2021,Imports,64292
Czech Republic,11/1/2022,Imports,77729
Czech Republic,10/1/2020,Imports,64058
Czech Republic,10/1/2021,Imports,94433
Czech Republic,10/1/2022,Imports,78066
Czech Republic,9/1/2020,Imports,60861
Czech Republic,9/1/2021,Imports,91353
Czech Republic,9/1/2022,Imports,73954
Slovak Republic,4/1/2020,Imports,12895
Slovak Republic,4/1/2021,Imports,10116
Slovak Republic,4/1/2022,Imports,8311
Slovak Republic,8/1/2020,Imports,9106
Slovak Republic,8/1/2021,Imports,7641
Slovak Republic,8/1/2022,Imports,10549
Slovak Republic,12/1/2020,Imports,13720
Slovak Republic,12/1/2021,Imports,19244
Slovak Republic,12/1/2022,Imports,9115
Slovak Republic,2/1/2020,Imports,8328
Slovak Republic,2/1/2021,Imports,7707
Slovak Republic,2/1/2022,Imports,6294
Slovak Republic,1/1/2020,Imports,9510
Slovak Republic,1/1/2021,Imports,8307
Slovak Republic,1/1/2022,Imports,9865
Slovak Republic,7/1/2020,Imports,8090
Slovak Republic,7/1/2021,Imports,11291
Slovak Republic,7/1/2022,Imports,10839
Slovak Republic,6/1/2020,Imports,6745
Slovak Republic,6/1/2021,Imports,11325
Slovak Republic,6/1/2022,Imports,7301
Slovak Republic,3/1/2020,Imports,11601
Slovak Republic,3/1/2021,Imports,9032
Slovak Republic,3/1/2022,Imports,8786
Slovak Republic,5/1/2020,Imports,7101
Slovak Republic,5/1/2021,Imports,10824
Slovak Republic,5/1/2022,Imports,9303
Slovak Republic,11/1/2020,Imports,8318
Slovak Republic,11/1/2021,Imports,9600
Slovak Republic,11/1/2022,Imports,7487
Slovak Republic,10/1/2020,Imports,8711
Slovak Republic,10/1/2021,Imports,8960
Slovak Republic,10/1/2022,Imports,9522
Slovak Republic,9/1/2020,Imports,7723
Slovak Republic,9/1/2021,Imports,7722
Slovak Republic,9/1/2022,Imports,7399
Brunei Darussalam,4/1/2020,Imports,96185
Brunei Darussalam,4/1/2021,Imports,110472
Brunei Darussalam,4/1/2022,Imports,446823
Brunei Darussalam,8/1/2020,Imports,36769
Brunei Darussalam,8/1/2021,Imports,209182
Brunei Darussalam,8/1/2022,Imports,311958
Brunei Darussalam,12/1/2020,Imports,99093
Brunei Darussalam,12/1/2021,Imports,238510
Brunei Darussalam,12/1/2022,Imports,143124
Brunei Darussalam,2/1/2020,Imports,242796
Brunei Darussalam,2/1/2021,Imports,56593
Brunei Darussalam,2/1/2022,Imports,161909
Brunei Darussalam,1/1/2020,Imports,278270
Brunei Darussalam,1/1/2021,Imports,71088
Brunei Darussalam,1/1/2022,Imports,118376
Brunei Darussalam,7/1/2020,Imports,25927
Brunei Darussalam,7/1/2021,Imports,137283
Brunei Darussalam,7/1/2022,Imports,248815
Brunei Darussalam,6/1/2020,Imports,36456
Brunei Darussalam,6/1/2021,Imports,105693
Brunei Darussalam,6/1/2022,Imports,247045
Brunei Darussalam,3/1/2020,Imports,70923
Brunei Darussalam,3/1/2021,Imports,102303
Brunei Darussalam,3/1/2022,Imports,178316
Brunei Darussalam,5/1/2020,Imports,49763
Brunei Darussalam,5/1/2021,Imports,44843
Brunei Darussalam,5/1/2022,Imports,307654
Brunei Darussalam,11/1/2020,Imports,26766
Brunei Darussalam,11/1/2021,Imports,272043
Brunei Darussalam,11/1/2022,Imports,121051
Brunei Darussalam,10/1/2020,Imports,54504
Brunei Darussalam,10/1/2021,Imports,180268
Brunei Darussalam,10/1/2022,Imports,214994
Brunei Darussalam,9/1/2020,Imports,67999
Brunei Darussalam,9/1/2021,Imports,175584
Brunei Darussalam,9/1/2022,Imports,208537
Indonesia,4/1/2020,Imports,1735603
Indonesia,4/1/2021,Imports,1809239
Indonesia,4/1/2022,Imports,2401307
Indonesia,8/1/2020,Imports,1530155
Indonesia,8/1/2021,Imports,1719227
Indonesia,8/1/2022,Imports,2301232
Indonesia,12/1/2020,Imports,1455271
Indonesia,12/1/2021,Imports,1952388
Indonesia,12/1/2022,Imports,2074781
Indonesia,2/1/2020,Imports,2180859
Indonesia,2/1/2021,Imports,1456104
Indonesia,2/1/2022,Imports,1752288
Indonesia,1/1/2020,Imports,1736989
Indonesia,1/1/2021,Imports,1433768
Indonesia,1/1/2022,Imports,1854041
Indonesia,7/1/2020,Imports,1602915
Indonesia,7/1/2021,Imports,1601948
Indonesia,7/1/2022,Imports,2032018
Indonesia,6/1/2020,Imports,1337827
Indonesia,6/1/2021,Imports,1797188
Indonesia,6/1/2022,Imports,2244033
Indonesia,3/1/2020,Imports,2093275
Indonesia,3/1/2021,Imports,1750120
Indonesia,3/1/2022,Imports,2245632
Indonesia,5/1/2020,Imports,1226045
Indonesia,5/1/2021,Imports,1444970
Indonesia,5/1/2022,Imports,2242187
Indonesia,11/1/2020,Imports,1369285
Indonesia,11/1/2021,Imports,1988497
Indonesia,11/1/2022,Imports,1971918
Indonesia,10/1/2020,Imports,1456209
Indonesia,10/1/2021,Imports,1763060
Indonesia,10/1/2022,Imports,1987191
Indonesia,9/1/2020,Imports,1526861
Indonesia,9/1/2021,Imports,1706208
Indonesia,9/1/2022,Imports,1924895
Malaysia,4/1/2020,Imports,3387367
Malaysia,4/1/2021,Imports,6272592
Malaysia,4/1/2022,Imports,6958619
Malaysia,8/1/2020,Imports,5070011
Malaysia,8/1/2021,Imports,5733440
Malaysia,8/1/2022,Imports,7225607
Malaysia,12/1/2020,Imports,5226122
Malaysia,12/1/2021,Imports,6725700
Malaysia,12/1/2022,Imports,6017970
Malaysia,2/1/2020,Imports,4985932
Malaysia,2/1/2021,Imports,5402465
Malaysia,2/1/2022,Imports,5333950
Malaysia,1/1/2020,Imports,4979254
Malaysia,1/1/2021,Imports,5553323
Malaysia,1/1/2022,Imports,6180062
Malaysia,7/1/2020,Imports,5094878
Malaysia,7/1/2021,Imports,5830757
Malaysia,7/1/2022,Imports,7243882
Malaysia,6/1/2020,Imports,5247898
Malaysia,6/1/2021,Imports,5526747
Malaysia,6/1/2022,Imports,7528135
Malaysia,3/1/2020,Imports,4295365
Malaysia,3/1/2021,Imports,6158053
Malaysia,3/1/2022,Imports,7882249
Malaysia,5/1/2020,Imports,4002175
Malaysia,5/1/2021,Imports,5932710
Malaysia,5/1/2022,Imports,6664440
Malaysia,11/1/2020,Imports,4918769
Malaysia,11/1/2021,Imports,6572612
Malaysia,11/1/2022,Imports,6773423
Malaysia,10/1/2020,Imports,5249328
Malaysia,10/1/2021,Imports,6447589
Malaysia,10/1/2022,Imports,6417377
Malaysia,9/1/2020,Imports,5092968
Malaysia,9/1/2021,Imports,5974561
Malaysia,9/1/2022,Imports,7672003
Philippines,4/1/2020,Imports,600246
Philippines,4/1/2021,Imports,861358
Philippines,4/1/2022,Imports,1126651
Philippines,8/1/2020,Imports,857117
Philippines,8/1/2021,Imports,986348
Philippines,8/1/2022,Imports,1121526
Philippines,12/1/2020,Imports,818118
Philippines,12/1/2021,Imports,1111297
Philippines,12/1/2022,Imports,592778
Philippines,2/1/2020,Imports,759531
Philippines,2/1/2021,Imports,821546
Philippines,2/1/2022,Imports,962299
Philippines,1/1/2020,Imports,730334
Philippines,1/1/2021,Imports,743341
Philippines,1/1/2022,Imports,1024236
Philippines,7/1/2020,Imports,973394
Philippines,7/1/2021,Imports,934416
Philippines,7/1/2022,Imports,1358580
Philippines,6/1/2020,Imports,889759
Philippines,6/1/2021,Imports,854834
Philippines,6/1/2022,Imports,1219107
Philippines,3/1/2020,Imports,758664
Philippines,3/1/2021,Imports,898912
Philippines,3/1/2022,Imports,1112063
Philippines,5/1/2020,Imports,733533
Philippines,5/1/2021,Imports,895423
Philippines,5/1/2022,Imports,1165111
Philippines,11/1/2020,Imports,785946
Philippines,11/1/2021,Imports,929167
Philippines,11/1/2022,Imports,581054
Philippines,10/1/2020,Imports,757489
Philippines,10/1/2021,Imports,946558
Philippines,10/1/2022,Imports,646820
Philippines,9/1/2020,Imports,834705
Philippines,9/1/2021,Imports,909166
Philippines,9/1/2022,Imports,599147
Thailand,4/1/2020,Imports,1983188
Thailand,4/1/2021,Imports,887173
Thailand,4/1/2022,Imports,1529457
Thailand,8/1/2020,Imports,1440609
Thailand,8/1/2021,Imports,1228663
Thailand,8/1/2022,Imports,1511871
Thailand,12/1/2020,Imports,938739
Thailand,12/1/2021,Imports,1451572
Thailand,12/1/2022,Imports,1116398
Thailand,2/1/2020,Imports,1371864
Thailand,2/1/2021,Imports,813753
Thailand,2/1/2022,Imports,1231562
Thailand,1/1/2020,Imports,1119938
Thailand,1/1/2021,Imports,746376
Thailand,1/1/2022,Imports,1239894
Thailand,7/1/2020,Imports,1205586
Thailand,7/1/2021,Imports,1225879
Thailand,7/1/2022,Imports,1636787
Thailand,6/1/2020,Imports,801372
Thailand,6/1/2021,Imports,1146806
Thailand,6/1/2022,Imports,2034027
Thailand,3/1/2020,Imports,1087792
Thailand,3/1/2021,Imports,916087
Thailand,3/1/2022,Imports,2248986
Thailand,5/1/2020,Imports,995812
Thailand,5/1/2021,Imports,1122697
Thailand,5/1/2022,Imports,1440319
Thailand,11/1/2020,Imports,741260
Thailand,11/1/2021,Imports,1283600
Thailand,11/1/2022,Imports,1241990
Thailand,10/1/2020,Imports,906194
Thailand,10/1/2021,Imports,1180430
Thailand,10/1/2022,Imports,1431165
Thailand,9/1/2020,Imports,902423
Thailand,9/1/2021,Imports,1160078
Thailand,9/1/2022,Imports,1343781
Myanmar,4/1/2020,Imports,9852
Myanmar,4/1/2021,Imports,11875
Myanmar,4/1/2022,Imports,6443
Myanmar,8/1/2020,Imports,6457
Myanmar,8/1/2021,Imports,8775
Myanmar,8/1/2022,Imports,8313
Myanmar,12/1/2020,Imports,10474
Myanmar,12/1/2021,Imports,11148
Myanmar,12/1/2022,Imports,7486
Myanmar,2/1/2020,Imports,14314
Myanmar,2/1/2021,Imports,5399
Myanmar,2/1/2022,Imports,5771
Myanmar,1/1/2020,Imports,16270
Myanmar,1/1/2021,Imports,9126
Myanmar,1/1/2022,Imports,6836
Myanmar,7/1/2020,Imports,25111
Myanmar,7/1/2021,Imports,7479
Myanmar,7/1/2022,Imports,7363
Myanmar,6/1/2020,Imports,8355
Myanmar,6/1/2021,Imports,11265
Myanmar,6/1/2022,Imports,6221
Myanmar,3/1/2020,Imports,32206
Myanmar,3/1/2021,Imports,9048
Myanmar,3/1/2022,Imports,7434
Myanmar,5/1/2020,Imports,7736
Myanmar,5/1/2021,Imports,9188
Myanmar,5/1/2022,Imports,7012
Myanmar,11/1/2020,Imports,10764
Myanmar,11/1/2021,Imports,12998
Myanmar,11/1/2022,Imports,6044
Myanmar,10/1/2020,Imports,8009
Myanmar,10/1/2021,Imports,6539
Myanmar,10/1/2022,Imports,5856
Myanmar,9/1/2020,Imports,7789
Myanmar,9/1/2021,Imports,10386
Myanmar,9/1/2022,Imports,6949
Cambodia,4/1/2020,Imports,77181
Cambodia,4/1/2021,Imports,9052
Cambodia,4/1/2022,Imports,22457
Cambodia,8/1/2020,Imports,632266
Cambodia,8/1/2021,Imports,26978
Cambodia,8/1/2022,Imports,21829
Cambodia,12/1/2020,Imports,29143
Cambodia,12/1/2021,Imports,31564
Cambodia,12/1/2022,Imports,25899
Cambodia,2/1/2020,Imports,196936
Cambodia,2/1/2021,Imports,8790
Cambodia,2/1/2022,Imports,15084
Cambodia,1/1/2020,Imports,17055
Cambodia,1/1/2021,Imports,11719
Cambodia,1/1/2022,Imports,21450
Cambodia,7/1/2020,Imports,683841
Cambodia,7/1/2021,Imports,19376
Cambodia,7/1/2022,Imports,27796
Cambodia,6/1/2020,Imports,617967
Cambodia,6/1/2021,Imports,56097
Cambodia,6/1/2022,Imports,13225
Cambodia,3/1/2020,Imports,162348
Cambodia,3/1/2021,Imports,10119
Cambodia,3/1/2022,Imports,45772
Cambodia,5/1/2020,Imports,661600
Cambodia,5/1/2021,Imports,48635
Cambodia,5/1/2022,Imports,16501
Cambodia,11/1/2020,Imports,47185
Cambodia,11/1/2021,Imports,28814
Cambodia,11/1/2022,Imports,16407
Cambodia,10/1/2020,Imports,129737
Cambodia,10/1/2021,Imports,24301
Cambodia,10/1/2022,Imports,9089
Cambodia,9/1/2020,Imports,392992
Cambodia,9/1/2021,Imports,37593
Cambodia,9/1/2022,Imports,12607
Laos People's Democratic Republic,4/1/2020,Imports,409
Laos People's Democratic Republic,4/1/2021,Imports,352
Laos People's Democratic Republic,4/1/2022,Imports,13936
Laos People's Democratic Republic,8/1/2020,Imports,48458
Laos People's Democratic Republic,8/1/2021,Imports,3027
Laos People's Democratic Republic,8/1/2022,Imports,36150
Laos People's Democratic Republic,12/1/2020,Imports,830
Laos People's Democratic Republic,12/1/2021,Imports,10234
Laos People's Democratic Republic,12/1/2022,Imports,7281
Laos People's Democratic Republic,2/1/2020,Imports,1263
Laos People's Democratic Republic,2/1/2021,Imports,3970
Laos People's Democratic Republic,2/1/2022,Imports,4162
Laos People's Democratic Republic,1/1/2020,Imports,525
Laos People's Democratic Republic,1/1/2021,Imports,1657
Laos People's Democratic Republic,1/1/2022,Imports,16693
Laos People's Democratic Republic,7/1/2020,Imports,35564
Laos People's Democratic Republic,7/1/2021,Imports,504
Laos People's Democratic Republic,7/1/2022,Imports,1707
Laos People's Democratic Republic,6/1/2020,Imports,13475
Laos People's Democratic Republic,6/1/2021,Imports,391
Laos People's Democratic Republic,6/1/2022,Imports,19064
Laos People's Democratic Republic,3/1/2020,Imports,1134
Laos People's Democratic Republic,3/1/2021,Imports,2849
Laos People's Democratic Republic,3/1/2022,Imports,22579
Laos People's Democratic Republic,5/1/2020,Imports,311
Laos People's Democratic Republic,5/1/2021,Imports,1718
Laos People's Democratic Republic,5/1/2022,Imports,17428
Laos People's Democratic Republic,11/1/2020,Imports,384
Laos People's Democratic Republic,11/1/2021,Imports,5968
Laos People's Democratic Republic,11/1/2022,Imports,4963
Laos People's Democratic Republic,10/1/2020,Imports,1776
Laos People's Democratic Republic,10/1/2021,Imports,361
Laos People's Democratic Republic,10/1/2022,Imports,16907
Laos People's Democratic Republic,9/1/2020,Imports,25133
Laos People's Democratic Republic,9/1/2021,Imports,2909
Laos People's Democratic Republic,9/1/2022,Imports,20214
"Vietnam, Socialist Republic Of",4/1/2020,Imports,832510
"Vietnam, Socialist Republic Of",4/1/2021,Imports,517227
"Vietnam, Socialist Republic Of",4/1/2022,Imports,821194
"Vietnam, Socialist Republic Of",8/1/2020,Imports,416849
"Vietnam, Socialist Republic Of",8/1/2021,Imports,458180
"Vietnam, Socialist Republic Of",8/1/2022,Imports,688285
"Vietnam, Socialist Republic Of",12/1/2020,Imports,448861
"Vietnam, Socialist Republic Of",12/1/2021,Imports,543819
"Vietnam, Socialist Republic Of",12/1/2022,Imports,567388
"Vietnam, Socialist Republic Of",2/1/2020,Imports,570763
"Vietnam, Socialist Republic Of",2/1/2021,Imports,441952
"Vietnam, Socialist Republic Of",2/1/2022,Imports,445527
"Vietnam, Socialist Republic Of",1/1/2020,Imports,381987
"Vietnam, Socialist Republic Of",1/1/2021,Imports,428287
"Vietnam, Socialist Republic Of",1/1/2022,Imports,561237
"Vietnam, Socialist Republic Of",7/1/2020,Imports,368501
"Vietnam, Socialist Republic Of",7/1/2021,Imports,546322
"Vietnam, Socialist Republic Of",7/1/2022,Imports,759728
"Vietnam, Socialist Republic Of",6/1/2020,Imports,312667
"Vietnam, Socialist Republic Of",6/1/2021,Imports,493850
"Vietnam, Socialist Republic Of",6/1/2022,Imports,706136
"Vietnam, Socialist Republic Of",3/1/2020,Imports,563463
"Vietnam, Socialist Republic Of",3/1/2021,Imports,541037
"Vietnam, Socialist Republic Of",3/1/2022,Imports,636576
"Vietnam, Socialist Republic Of",5/1/2020,Imports,337519
"Vietnam, Socialist Republic Of",5/1/2021,Imports,452596
"Vietnam, Socialist Republic Of",5/1/2022,Imports,781847
"Vietnam, Socialist Republic Of",11/1/2020,Imports,452676
"Vietnam, Socialist Republic Of",11/1/2021,Imports,522067
"Vietnam, Socialist Republic Of",11/1/2022,Imports,488956
"Vietnam, Socialist Republic Of",10/1/2020,Imports,461096
"Vietnam, Socialist Republic Of",10/1/2021,Imports,482411
"Vietnam, Socialist Republic Of",10/1/2022,Imports,522441
"Vietnam, Socialist Republic Of",9/1/2020,Imports,387740
"Vietnam, Socialist Republic Of",9/1/2021,Imports,457422
"Vietnam, Socialist Republic Of",9/1/2022,Imports,594893
